sample_id,edge,edge_confidence,label,difficulty_level
682,2->7,0.6030306165,0,hard
682,8->1,0.3507596829,0,hard
682,8->2,0.3084647646,0,hard
682,8->7,0.3915684621,0,hard
682,9->7,0.6788601461,0,hard
683,2->10,0.4874896413,1,hard
683,2->5,0.4089399996,0,hard
683,2->6,0.3237822171,0,hard
683,2->7,0.3194749078,1,hard
683,8->1,0.3507596829,0,hard
683,8->2,0.3084647646,0,hard
683,9->8,0.6788601461,0,hard
684,2->10,0.4874896413,1,hard
684,2->5,0.4089399996,0,hard
684,2->6,0.3237822171,0,hard
684,2->7,0.3194749078,0,hard
684,8->1,0.3507596829,0,hard
684,8->2,0.3084647646,0,hard
684,9->10,0.5571979172,1,hard
685,2->1,0.2638296095,0,hard
685,6->4,0.2643531521,1,hard
685,9->7,0.8149153021,0,hard
686,2->1,0.2638296095,0,hard
686,6->4,0.2643531521,1,hard
686,9->7,0.3167345068,0,hard
687,6->7,0.2143807677,0,easy
688,6->7,0.7378978827,1,hard
688,7->8,0.8141933265,1,hard
689,1->2,0.8265115703,1,hard
689,5->1,0.3301819890,0,hard
689,6->1,0.7772801976,1,hard
689,6->4,0.3699067096,0,hard
689,6->5,0.4489189092,0,hard
690,1->2,0.4386469846,0,hard
690,5->1,0.3301819890,0,hard
690,6->1,0.4177600471,1,hard
690,6->4,0.7652163321,1,hard
690,6->5,0.4489189092,1,hard
691,1->2,0.4386469846,0,hard
691,1->5,0.6788601461,1,hard
691,5->1,0.3301819890,0,hard
691,6->1,0.4177600471,1,hard
691,6->4,0.3699067096,0,hard
691,6->5,0.8123590882,1,hard
692,5->7,0.3554617130,0,hard
692,6->3,0.5991445800,1,hard
693,4->1,0.3700732454,1,hard
693,4->3,0.3559000230,1,hard
693,4->5,0.3030183139,0,hard
693,6->5,0.2933867906,0,hard
694,3->1,0.3101081155,0,hard
694,3->2,0.3883624695,0,hard
694,4->1,0.3137874334,0,hard
694,4->2,0.3923726663,0,hard
694,4->3,0.3314217217,0,hard
694,6->7,0.7115580867,1,hard
695,4->3,0.3077164337,0,med
695,5->2,0.3075206852,0,med
695,6->1,0.7894957789,1,med
696,4->9,0.7839457538,1,hard
696,5->9,0.7584902016,1,hard
696,6->4,0.7947185538,1,hard
696,6->5,0.8069279113,1,hard
696,6->9,0.7438086503,1,hard
696,9->3,0.2430746923,0,hard
696,9->7,0.2421567056,0,hard
697,2->1,0.8128348872,1,hard
697,2->5,0.7486752055,1,hard
697,5->1,0.8319250447,1,hard
697,5->6,0.3186147979,0,hard
698,2->1,0.3366536911,1,hard
698,2->4,0.7369252678,1,hard
698,2->5,0.2993252696,1,hard
698,5->1,0.3973183099,1,hard
698,5->6,0.3186147979,0,hard
699,2->1,0.3366536911,0,hard
699,2->5,0.7855123504,1,hard
699,5->1,0.3973183099,0,hard
699,5->6,0.7930268515,1,hard
700,2->1,0.2209269730,0,easy
700,3->6,0.2805869665,0,easy
700,4->3,0.2206409808,0,easy
700,7->3,0.2205804098,0,easy
700,8->3,0.2203979286,0,easy
700,8->4,0.2209569140,0,easy
700,8->7,0.2246146791,0,easy
701,1->2,0.7369252678,1,med
701,2->1,0.2209269730,0,med
701,3->6,0.2805869665,0,med
701,4->3,0.2206409808,0,med
701,7->3,0.2205804098,0,med
701,8->3,0.2203979286,0,med
701,8->4,0.2209569140,0,med
701,8->7,0.2246146791,0,med
702,10->1,0.6787209589,1,hard
702,7->9,0.2877211821,0,hard
702,8->10,0.8422904788,1,hard
703,7->9,0.2877211821,0,hard
703,8->11,0.7988650515,1,hard
704,5->4,0.8922927087,1,hard
704,6->1,0.3723721931,0,hard
704,7->4,0.3790749061,1,hard
704,7->5,0.3718349305,0,hard
705,7->8,0.6923888034,1,hard
705,9->6,0.1643652775,0,hard
706,6->9,0.7369252678,1,hard
706,7->8,0.1773962119,0,hard
706,9->6,0.1643652775,0,hard
707,1->7,0.4045861190,0,easy
707,3->2,0.5389446655,0,easy
707,3->5,0.4770632464,0,easy
707,4->2,0.3952903732,0,easy
707,5->2,0.4219189553,0,easy
707,5->4,0.4050672767,0,easy
707,6->2,0.3935420151,0,easy
707,6->4,0.3978077917,0,easy
707,6->5,0.3906319797,0,easy
707,6->7,0.3903265508,0,easy
707,7->2,0.5654654318,0,easy
707,7->4,0.4139109534,0,easy
707,7->5,0.5372937044,0,easy
708,1->7,0.4045861190,0,med
708,3->2,0.8682650915,1,med
708,3->5,0.4770632464,0,med
708,4->2,0.3952903732,0,med
708,5->2,0.4219189553,0,med
708,5->4,0.4050672767,0,med
708,6->2,0.3935420151,0,med
708,6->4,0.3978077917,0,med
708,6->5,0.3906319797,0,med
708,6->7,0.3903265508,0,med
708,7->2,0.5654654318,0,med
708,7->4,0.4139109534,0,med
708,7->5,0.5372937044,0,med
709,1->4,0.4006817291,0,med
709,2->1,0.7729933726,1,med
709,4->1,0.8256794881,0,med
709,4->2,0.4196460066,0,med
709,7->3,0.3981273617,0,med
710,1->4,0.4006817291,0,easy
710,2->1,0.3905448296,0,easy
710,4->2,0.4196460066,0,easy
710,7->2,0.5200676703,0,easy
710,7->3,0.3981273617,0,easy
711,2->1,0.6096262334,1,hard
712,2->1,0.2848158203,0,hard
713,2->1,0.2848158203,0,hard
713,3->4,0.7988650515,0,hard
714,2->1,0.2848158203,0,hard
714,3->4,0.7988650515,1,hard
715,2->1,0.2848158203,0,hard
716,2->1,0.2848158203,0,hard
717,1->2,0.8542217136,1,med
717,6->3,0.5197773671,0,med
718,3->4,0.5822591523,0,hard
718,5->1,0.1899590650,0,hard
718,6->1,0.1922541658,0,hard
719,3->4,0.7369252678,1,hard
719,5->1,0.1899590650,0,hard
719,6->1,0.1922541658,0,hard
720,5->1,0.1899590650,1,hard
720,6->1,0.1922541658,0,hard
722,2->3,0.5099654434,1,med
723,2->3,0.3850335721,1,med
723,3->2,0.8256794881,0,med
724,2->1,0.5033566068,0,easy
724,3->1,0.4814316542,0,easy
724,3->2,0.4768149831,0,easy
725,2->1,0.5033566068,0,hard
725,3->1,0.4814316542,0,hard
725,3->2,0.4768149831,1,hard
726,2->1,0.7430724147,1,med
726,5->4,0.4824933044,0,med
727,2->1,0.4930708950,0,easy
727,5->4,0.4824933044,0,easy
728,2->1,0.4239795705,0,hard
728,3->2,0.4475519629,0,hard
728,3->4,0.4178037241,0,hard
728,3->5,0.4291733934,0,hard
728,4->1,0.4231412702,0,hard
728,4->2,0.4182478448,1,hard
728,5->1,0.4282004982,0,hard
728,5->2,0.4224371158,1,hard
728,5->4,0.4291733934,0,hard
728,6->2,0.4315655896,0,hard
728,6->5,0.4152972269,0,hard
729,2->1,0.4239795705,0,hard
729,3->2,0.4475519629,0,hard
729,3->4,0.4178037241,0,hard
729,3->5,0.4291733934,0,hard
729,4->1,0.4231412702,0,hard
729,4->2,0.4182478448,0,hard
729,5->1,0.4282004982,0,hard
729,5->2,0.4224371158,0,hard
729,5->4,0.4291733934,0,hard
729,6->2,0.4315655896,0,hard
729,6->5,0.4152972269,0,hard
730,4->3,0.3927815137,0,hard
730,5->3,0.3932470806,0,hard
730,7->3,0.3914122265,0,hard
730,7->5,0.3905884162,0,hard
731,1->2,0.3699057806,0,easy
731,4->3,0.3656580002,0,easy
732,1->2,0.3699057806,0,med
732,4->3,0.3656580002,0,med
733,3->2,0.4156015967,0,easy
733,4->3,0.4182478448,0,easy
733,6->3,0.4188367666,0,easy
733,6->4,0.4253152194,0,easy
733,8->3,0.4183462542,0,easy
733,8->4,0.4225783569,0,easy
733,8->6,0.4195677959,0,easy
734,3->2,0.4156015967,0,med
734,4->3,0.4182478448,0,med
734,6->3,0.4188367666,0,med
734,6->4,0.4253152194,0,med
734,8->3,0.4183462542,0,med
734,8->4,0.4225783569,0,med
734,8->6,0.4195677959,0,med
736,3->2,0.4230008480,0,med
737,2->3,0.8141933265,0,easy
737,3->2,0.4230008480,0,easy
738,2->1,0.8442560316,0,easy
738,3->1,0.7191760708,0,easy
739,2->1,0.5029058967,0,med
740,3->1,0.3974468705,1,med
740,3->2,0.3937939980,0,med
741,3->1,0.3974468705,0,easy
741,3->2,0.3937939980,0,easy
742,2->1,0.3183510712,0,easy
742,3->1,0.3223415441,0,easy
742,4->3,0.3134331283,0,easy
743,2->1,0.3183510712,0,med
743,3->1,0.3223415441,0,med
743,3->4,0.8347888828,1,med
743,4->3,0.3134331283,0,med
744,3->1,0.3765790978,0,easy
744,5->1,0.3511261241,0,easy
744,5->3,0.3199504271,0,easy
744,8->5,0.3146032004,0,easy
745,3->1,0.3765790978,0,hard
745,5->1,0.3511261241,0,hard
745,5->3,0.3199504271,0,hard
745,8->5,0.3146032004,0,hard
746,1->5,0.8256794881,0,easy
746,3->2,0.4027926544,0,easy
746,6->1,0.8256794881,0,easy
746,6->5,0.8256794881,0,easy
746,7->1,0.8256794881,0,easy
746,7->5,0.4246659855,0,easy
746,7->6,0.5483487113,0,easy
747,1->5,0.8422904788,1,med
747,3->2,0.4027926544,0,med
747,6->1,0.6787209589,0,med
747,6->5,0.7507376697,0,med
747,7->1,0.5647215204,0,med
747,7->5,0.4246659855,0,med
747,7->6,0.4732013841,0,med
748,2->1,0.2302981776,0,easy
748,4->2,0.2311029102,0,easy
748,4->3,0.2301019299,0,easy
749,2->1,0.2302981776,0,hard
749,4->2,0.2311029102,0,hard
749,4->3,0.2301019299,1,hard
750,3->1,0.7025737104,0,easy
750,3->2,0.2930924248,0,easy
750,5->3,0.2950934564,0,easy
750,7->6,0.3158968706,0,easy
750,8->3,0.2954701423,0,easy
751,3->1,0.7025737104,0,med
751,3->2,0.2930924248,0,med
751,5->3,0.2950934564,0,med
751,7->6,0.3158968706,0,med
751,8->3,0.2954701423,0,med
753,1->2,0.3707802668,0,easy
755,2->1,0.3556331122,0,med
755,3->1,0.3585227310,0,med
755,3->2,0.3598436565,0,med
756,3->1,0.5461846534,0,med
757,3->1,0.5461846534,0,easy
759,5->4,0.4672007234,0,easy
760,1->2,0.5211775470,0,med
760,2->1,0.3915684621,0,med
760,3->1,0.4934351165,1,med
760,3->2,0.5133348093,0,med
760,3->4,0.6696431443,0,med
760,4->1,0.4778483840,0,med
760,4->2,0.4948818807,0,med
761,1->2,0.5211775470,0,easy
761,3->1,0.4934351165,0,easy
761,3->2,0.5133348093,0,easy
761,3->4,0.6696431443,0,easy
761,4->1,0.4778483840,0,easy
761,4->2,0.4948818807,0,easy
762,1->4,0.4789508458,0,med
762,2->1,0.4612330592,0,med
762,2->4,0.4789508458,0,med
763,1->4,0.4789508458,0,easy
763,2->1,0.4612330592,0,easy
763,2->4,0.4789508458,0,easy
764,2->1,0.7122104139,0,easy
764,3->1,0.5826578274,0,easy
764,3->2,0.6136103167,0,easy
765,2->1,0.5130728743,0,med
765,3->1,0.5826578274,0,med
765,3->2,0.6136103167,1,med
768,1->2,0.5215242299,0,easy
768,2->1,0.5375973145,0,easy
769,1->2,0.5215242299,1,med
771,2->3,0.7025737104,1,med
772,1->2,0.7318904591,1,med
772,1->3,0.8747648756,0,med
772,2->3,0.5483487113,0,med
773,3->2,0.5197826328,0,easy
773,4->3,0.4765379270,0,easy
774,1->2,0.8773928294,1,med
774,4->1,0.4442962829,0,med
775,1->3,0.3277212963,0,easy
775,1->4,0.2789132710,0,easy
775,4->3,0.2657437986,0,easy
776,1->3,0.7530658268,1,hard
776,1->4,0.7309320010,1,hard
776,3->4,0.7421553307,1,hard
776,4->3,0.2657437986,0,hard
777,4->1,0.3284713538,0,easy
778,1->4,0.8256794881,0,med
778,4->1,0.7966986215,0,med
780,3->2,0.5170252260,0,med
781,2->1,0.4473176144,1,med
781,3->1,0.7281983054,0,med
781,3->2,0.4897656134,0,med
782,1->2,0.6599445582,0,easy
782,2->1,0.4473176144,0,easy
782,3->1,0.8410626005,0,easy
782,3->2,0.7354036051,0,easy
783,3->2,0.6955943895,1,med
783,4->1,0.4221540124,0,med
783,4->3,0.4165589008,0,med
784,4->3,0.6585187869,0,easy
785,2->1,0.5483487113,0,easy
785,4->2,0.4601627536,0,easy
785,8->6,0.3734004285,0,easy
786,8->6,0.3734004285,0,med
787,10->2,0.2551798721,0,hard
787,3->1,0.2535071300,0,hard
787,3->2,0.2526893742,0,hard
787,4->2,0.2541994268,1,hard
787,5->2,0.2609950549,0,hard
788,10->2,0.2551798721,0,hard
788,2->8,0.6485355334,0,hard
788,3->1,0.2535071300,0,hard
788,3->2,0.2526893742,0,hard
788,4->2,0.2541994268,1,hard
788,5->2,0.2609950549,0,hard
789,11->2,0.6313153022,0,hard
789,11->5,0.3502826025,0,hard
789,12->4,0.3453766425,0,hard
789,12->6,0.3574952590,0,hard
789,2->3,0.5238770029,1,hard
789,6->4,0.3452398377,0,hard
789,8->1,0.3491940378,0,hard
789,8->11,0.5238770029,0,hard
789,8->2,0.6719823380,0,hard
789,8->3,0.4407973418,0,hard
790,11->5,0.3502826025,0,hard
790,12->4,0.3453766425,0,hard
790,12->6,0.6273340144,1,hard
790,4->12,0.6703999856,1,hard
790,6->4,0.3452398377,0,hard
790,8->1,0.3491940378,0,hard
791,11->2,0.6313153022,0,hard
791,11->5,0.3502826025,1,hard
791,12->4,0.3453766425,0,hard
791,12->6,0.3574952590,0,hard
791,2->3,0.6313153022,0,hard
791,6->4,0.3452398377,0,hard
791,8->1,0.3491940378,0,hard
791,8->11,0.6313153022,0,hard
791,8->2,0.6313153022,0,hard
791,8->3,0.7025737104,0,hard
804,3->1,0.5126150504,0,hard
804,3->2,0.5349473953,0,hard
805,2->1,0.4763991625,0,easy
806,1->2,0.8141933265,1,med
806,2->1,0.4763991625,0,med
807,2->1,0.4800242976,0,easy
808,1->2,0.7191760708,1,med
808,2->1,0.4800242976,0,med
810,1->4,0.4730967001,1,med
810,2->1,0.4449426172,0,med
810,3->2,0.4456432408,0,med
810,4->2,0.4455267909,0,med
810,4->3,0.4881850797,0,med
811,4->5,0.3458960517,0,easy
811,5->1,0.3252806573,0,easy
812,3->4,0.7658482695,1,hard
812,4->5,0.7556983559,1,hard
812,5->1,0.3252806573,0,hard
813,2->3,0.6201240159,0,easy
813,2->4,0.3932892774,0,easy
813,3->4,0.3949187387,0,easy
814,2->3,0.9063589215,1,hard
814,2->4,0.6712719463,0,hard
814,3->4,0.6916149972,1,hard
815,2->1,0.6060321336,0,easy
816,2->1,0.6060321336,0,hard
817,3->2,0.4414956945,0,easy
818,3->2,0.4414956945,1,med
819,3->1,0.4770914119,0,hard
820,3->1,0.4770914119,0,hard
821,3->1,0.4770914119,0,hard
822,4->3,0.4466855955,0,easy
823,2->4,0.3008947830,1,med
823,3->4,0.5048362223,1,med
823,4->3,0.4466855955,0,med
825,2->6,0.4783109693,0,easy
826,2->6,0.4783109693,0,med
826,3->5,0.7507376697,1,med
826,4->5,0.8422904788,1,med
827,2->1,0.3442393529,0,hard
827,2->3,0.7012375489,1,hard
827,5->7,0.3742613608,0,hard
827,6->5,0.3443088470,0,hard
827,7->4,0.3452398377,0,hard
827,8->2,0.3441697844,0,hard
827,8->7,0.3547139486,0,hard
828,2->1,0.3442393529,0,hard
828,5->7,0.3742613608,0,hard
828,6->5,0.3443088470,0,hard
828,7->4,0.3452398377,0,hard
828,8->2,0.3441697844,0,hard
828,8->7,0.3547139486,0,hard
829,2->1,0.3442393529,0,hard
829,5->7,0.3742613608,0,hard
829,6->5,0.3443088470,0,hard
829,7->4,0.3452398377,0,hard
829,8->2,0.3441697844,0,hard
829,8->7,0.3547139486,0,hard
830,2->1,0.3442393529,0,hard
830,5->7,0.3742613608,0,hard
830,6->5,0.3443088470,0,hard
830,7->4,0.3452398377,0,hard
830,8->2,0.3441697844,0,hard
830,8->7,0.3547139486,0,hard
831,2->1,0.3442393529,0,hard
831,5->7,0.3742613608,0,hard
831,6->5,0.3443088470,0,hard
831,7->4,0.3452398377,0,hard
831,8->2,0.3441697844,0,hard
831,8->7,0.3547139486,0,hard
832,1->6,0.3667430775,0,easy
832,2->5,0.3815322184,0,easy
832,4->2,0.3673178265,0,easy
832,5->4,0.3965535824,0,easy
832,6->2,0.3667815342,0,easy
832,6->3,0.4360729833,0,easy
833,1->6,0.3667430775,0,hard
833,2->5,0.3815322184,0,hard
833,4->2,0.3673178265,0,hard
833,5->4,0.3965535824,0,hard
833,6->2,0.3667815342,0,hard
833,6->3,0.4360729833,0,hard
834,3->2,0.1753215377,0,hard
834,4->8,0.1786235322,0,hard
834,4->9,0.1850611524,0,hard
834,5->4,0.1808211439,0,hard
834,5->8,0.1779493866,0,hard
834,5->9,0.1828911086,0,hard
834,6->4,0.1873594425,0,hard
834,6->5,0.1839861187,0,hard
834,7->4,0.1862618202,0,hard
834,7->5,0.1777347760,0,hard
834,7->6,0.1788549814,0,hard
834,8->3,0.1839583891,0,hard
834,8->6,0.1761267787,0,hard
834,8->7,0.1768813476,0,hard
834,9->3,0.1843510625,1,hard
834,9->6,0.1763301923,0,hard
834,9->7,0.1771882870,0,hard
834,9->8,0.1925366675,0,hard
835,3->2,0.1753215377,0,hard
835,4->8,0.1786235322,0,hard
835,4->9,0.1850611524,0,hard
835,5->4,0.1808211439,1,hard
835,5->8,0.1779493866,0,hard
835,5->9,0.1828911086,0,hard
835,6->4,0.1873594425,1,hard
835,6->5,0.1839861187,0,hard
835,7->4,0.1862618202,0,hard
835,7->5,0.1777347760,0,hard
835,7->6,0.1788549814,0,hard
835,8->3,0.1839583891,0,hard
835,8->6,0.1761267787,0,hard
835,8->7,0.1768813476,0,hard
835,9->3,0.1843510625,0,hard
835,9->6,0.1763301923,0,hard
835,9->7,0.1771882870,0,hard
835,9->8,0.1925366675,0,hard
836,3->2,0.1753215377,0,hard
836,4->8,0.1786235322,0,hard
836,4->9,0.1850611524,0,hard
836,5->4,0.1808211439,1,hard
836,5->8,0.1779493866,0,hard
836,5->9,0.1828911086,0,hard
836,6->4,0.1873594425,1,hard
836,6->5,0.1839861187,0,hard
836,7->4,0.1862618202,0,hard
836,7->5,0.1777347760,0,hard
836,7->6,0.1788549814,0,hard
836,8->3,0.1839583891,0,hard
836,8->6,0.1761267787,0,hard
836,8->7,0.1768813476,0,hard
836,9->3,0.1843510625,0,hard
836,9->6,0.1763301923,0,hard
836,9->7,0.1771882870,0,hard
836,9->8,0.1925366675,0,hard
837,3->2,0.1753215377,0,hard
837,4->8,0.1786235322,0,hard
837,4->9,0.1850611524,0,hard
837,5->4,0.1808211439,1,hard
837,5->8,0.1779493866,0,hard
837,5->9,0.1828911086,0,hard
837,6->4,0.1873594425,1,hard
837,6->5,0.1839861187,0,hard
837,7->4,0.1862618202,0,hard
837,7->5,0.1777347760,0,hard
837,7->6,0.1788549814,0,hard
837,8->3,0.1839583891,0,hard
837,8->6,0.1761267787,0,hard
837,8->7,0.1768813476,0,hard
837,9->3,0.1843510625,0,hard
837,9->6,0.1763301923,0,hard
837,9->7,0.1771882870,0,hard
837,9->8,0.1925366675,0,hard
