row_id,image,prob_edge,label
r02016,17211,0.1493,0
r02017,17211,0.9151,0
r02018,17211,0.8702,0
r02019,17211,0.1741,1
r02020,17211,0.8069,1
r02021,17211,0.2401,0
r02022,17211,0.4563,1
r02023,17211,0.8934,0
r02024,17211,0.3527,0
r02025,17211,0.1469,0
r02026,17211,0.143,0
r02027,17211,0.9234,0
r02028,17211,0.1489,0
r02029,17211,0.1493,0
r02030,17211,0.9151,0
r02031,17223,0.7525,1
r02032,17306,0.3765,1
r02033,17327,0.1511,0
r02034,17337,0.151,1
r02035,17437,0.9972,0
r02036,17460,0.8613,0
r02037,17460,0.5598,1
r02038,17460,0.1489,1
r02039,17503,0.1439,0
r02040,17503,0.2934,1
r02041,17503,0.3269,0
