row_id,image,prob_edge,N_cand,label
r01762,16482,0.1575,12,0
r01763,16482,0.1659,12,0
r01764,16482,0.1598,12,0
r01765,16482,0.2747,12,0
r01766,16482,0.9922,12,0
r01767,16482,0.1463,12,1
r01768,16482,0.1459,12,0
r01769,16482,0.1575,12,0
r01770,16484,0.2344,22,0
r01771,16484,0.964,22,1
r01772,16484,0.9989,22,0
r01773,16484,0.28,22,0
r01774,16484,0.9867,22,0
r01775,16484,0.9873,22,0
r01776,16484,0.1459,22,1
r01777,16484,0.2029,22,0
r01778,16484,0.5964,22,0
r01779,16484,0.9936,22,0
r01780,16484,0.9943,22,0
r01781,16484,0.1633,22,1
r01782,16512,0.1436,7,0
r01783,16512,0.166,7,1
r01784,16543,0.5948,11,0
r01785,16543,0.1421,11,0
r01786,16543,0.3671,11,0
r01787,16543,0.1603,11,0
r01788,16543,0.7132,11,0
r01789,16543,0.1445,11,0
r01790,16557,0.8134,14,1
r01791,16557,0.1601,14,0
r01792,16559,0.1452,5,0
r01793,16651,0.2639,4,1
r01794,16651,0.4824,4,0
r01795,16672,0.4035,20,1
r01796,16672,0.3889,20,0
r01797,16672,0.5111,20,0
r01798,16672,0.8502,20,0
r01799,16672,0.1503,20,0
r01800,16672,0.963,20,0
r01801,16672,0.9035,20,0
r01802,16672,0.3898,20,0
r01803,16672,0.7197,20,0
r01804,16675,0.7142,21,0
r01805,16675,0.3012,21,0
r01806,16675,0.1595,21,0
r01807,16675,0.1446,21,0
r01808,16675,0.143,21,0
r01809,16675,0.5389,21,1
r01810,16675,0.8354,21,0
r01811,16675,0.2057,21,1
r01812,16675,0.1487,21,1
r01813,16675,0.1476,21,0
r01814,16675,0.728,21,0
r01815,16675,0.8939,21,0
r01816,16675,0.7384,21,0
r01817,16675,0.7142,21,0
r01818,16675,0.3012,21,0
r01819,16675,0.1595,21,1
r01820,16675,0.1446,21,0
r01821,16675,0.143,21,0
r01822,16675,0.5389,21,0
r01823,16675,0.8354,21,0
r01824,16675,0.2057,21,0
r01825,16675,0.1487,21,0
r01826,16675,0.1476,21,0
r01827,16675,0.728,21,0
r01828,16675,0.8939,21,0
r01829,16675,0.7384,21,0
r01830,16700,0.5706,9,1
r01831,16700,0.4176,9,0
r01832,16700,0.303,9,1
r01833,16709,0.1423,11,0
r01834,16709,0.1953,11,0
r01835,16709,0.1589,11,1
r01836,16709,0.2006,11,1
r01837,16709,0.5703,11,0
r01838,16709,0.5457,11,1
r01839,16709,0.1478,11,0
r01840,16709,0.1423,11,0
r01841,16709,0.1953,11,0
r01842,16709,0.1589,11,1
r01843,16709,0.2006,11,1
r01844,16709,0.5703,11,0
r01845,16709,0.5457,11,1
r01846,16709,0.1478,11,0
r01847,16710,0.2211,10,1
r01848,16710,0.1993,10,1
r01849,16710,0.521,10,0
r01850,16710,0.534,10,1
r01851,16762,0.1494,16,0
r01852,16762,0.2097,16,0
r01853,16762,0.1429,16,1
r01854,16762,0.3601,16,1
r01855,16762,0.2596,16,0
r01856,16762,0.2283,16,0
r01857,16763,0.1439,23,0
r01858,16763,0.2378,23,0
r01859,16763,0.3893,23,0
r01860,16763,0.1622,23,0
r01861,16763,0.3331,23,0
r01862,16763,0.9873,23,0
r01863,16763,0.1553,23,1
r01864,16763,0.9869,23,0
r01865,16763,0.4895,23,1
r01866,16763,0.2646,23,0
r01867,16763,0.1569,23,0
r01868,16780,0.495,13,0
r01869,16780,0.1996,13,1
r01870,16780,0.1453,13,0
r01871,16825,0.1429,8,0
r01872,16825,0.143,8,0
r01873,16825,0.2791,8,0
r01874,16825,0.1434,8,1
r01875,16825,0.1428,8,1
r01876,16825,0.149,8,0
r01877,16827,0.1567,9,0
r01878,16827,0.1499,9,0
r01879,16827,0.2159,9,0
r01880,16827,0.4962,9,0
r01881,16827,0.2781,9,1
r01882,16827,0.723,9,0
r01883,16827,0.1567,9,0
r01884,16827,0.1499,9,1
r01885,16827,0.2159,9,1
r01886,16827,0.4962,9,0
r01887,16827,0.2781,9,0
r01888,16827,0.723,9,0
r01889,16834,0.2746,6,0
r01890,16834,0.1946,6,0
r01891,16878,0.1494,14,0
r01892,16878,0.9764,14,0
r01893,16878,0.1493,14,1
r01894,16878,0.2623,14,0
r01895,16878,0.2109,14,1
r01896,16878,0.1489,14,0
r01897,16878,0.1505,14,0
r01898,16878,0.1494,14,0
r01899,16878,0.9764,14,1
r01900,16878,0.1493,14,0
r01901,16878,0.2623,14,0
r01902,16878,0.2109,14,0
r01903,16878,0.1489,14,0
r01904,16878,0.1505,14,0
r01905,16912,0.1583,18,1
r01906,16912,0.1457,18,0
r01907,16912,0.9309,18,0
r01908,16912,0.4426,18,0
r01909,16912,0.2429,18,0
r01910,16912,0.1517,18,0
r01911,16912,0.8366,18,0
r01912,16912,0.1471,18,0
r01913,16912,0.1836,18,0
r01914,16912,0.1456,18,0
r01915,16912,0.1605,18,0
r01916,16912,0.9154,18,0
r01917,16912,0.2374,18,0
r01918,16913,0.5105,13,1
r01919,16913,0.8893,13,0
r01920,16913,0.2171,13,0
r01921,16913,0.202,13,0
r01922,16915,0.6105,14,1
r01923,16915,0.9978,14,1
r01924,16915,0.1502,14,0
r01925,16915,0.1963,14,0
r01926,16915,0.143,14,0
r01927,16915,0.577,14,0
r01928,16915,0.3712,14,0
r01929,16915,0.142,14,0
r01930,16938,0.1447,18,0
r01931,16938,0.1433,18,0
r01932,16938,0.3784,18,1
r01933,16938,0.1479,18,1
r01934,16938,0.1928,18,0
r01935,16974,0.7077,13,0
r01936,16974,0.2657,13,1
r01937,16974,0.4101,13,0
r01938,16974,0.3882,13,0
r01939,16974,0.9409,13,0
r01940,16974,0.2964,13,1
r01941,16974,0.9083,13,1
r01942,16974,0.4031,13,0
r01943,16999,0.1557,25,0
r01944,16999,0.2729,25,0
r01945,16999,0.9699,25,0
r01946,16999,0.3279,25,0
r01947,16999,0.1861,25,0
r01948,16999,0.2031,25,0
r01949,17007,0.1453,17,0
r01950,17007,0.1574,17,0
r01951,17007,0.1528,17,0
r01952,17007,0.1521,17,0
r01953,17007,0.1445,17,0
r01954,17007,0.5606,17,0
r01955,17007,0.7689,17,1
r01956,17007,0.1825,17,0
r01957,17008,0.9633,21,0
r01958,17008,0.1429,21,0
r01959,17008,0.1426,21,0
r01960,17008,0.1434,21,0
r01961,17008,0.9409,21,0
r01962,17008,0.9633,21,0
r01963,17008,0.1429,21,0
r01964,17008,0.1426,21,0
r01965,17008,0.1434,21,0
r01966,17008,0.9409,21,0
r01967,17008,0.9633,21,1
r01968,17008,0.1429,21,0
r01969,17008,0.1426,21,0
r01970,17008,0.1434,21,0
r01971,17008,0.9409,21,0
r01972,17009,0.4703,15,0
r01973,17009,0.3302,15,0
r01974,17009,0.1537,15,0
r01975,17009,0.1437,15,0
r01976,17021,0.2754,16,1
r01977,17021,0.1726,16,0
r01978,17026,0.1755,12,1
r01979,17026,0.1586,12,1
r01980,17026,0.1456,12,0
r01981,17026,0.1438,12,1
r01982,17026,0.148,12,0
r01983,17026,0.1558,12,0
r01984,17032,0.151,7,0
r01985,17032,0.142,7,0
r01986,17078,0.1711,8,0
r01987,17078,0.1545,8,0
r01988,17078,0.1555,8,0
r01989,17078,0.165,8,1
r01990,17078,0.168,8,0
r01991,17078,0.1491,8,0
r01992,17209,0.3029,20,0
r01993,17209,0.3246,20,0
r01994,17209,0.5291,20,0
r01995,17209,0.2091,20,0
r01996,17209,0.165,20,0
r01997,17209,0.5802,20,0
r01998,17209,0.5101,20,1
r01999,17209,0.1956,20,0
r02000,17209,0.2644,20,0
r02001,17209,0.2392,20,0
r02002,17209,0.1496,20,0
r02003,17209,0.1567,20,0
r02004,17209,0.8048,20,0
r02005,17211,0.8702,29,0
r02006,17211,0.1741,29,1
r02007,17211,0.8069,29,1
r02008,17211,0.2401,29,0
r02009,17211,0.4563,29,0
r02010,17211,0.8934,29,0
r02011,17211,0.3527,29,0
r02012,17211,0.1469,29,0
r02013,17211,0.143,29,0
r02014,17211,0.9234,29,0
r02015,17211,0.1489,29,0
r02016,17211,0.1493,29,0
r02017,17211,0.9151,29,0
r02018,17211,0.8702,29,0
r02019,17211,0.1741,29,1
r02020,17211,0.8069,29,1
r02021,17211,0.2401,29,0
r02022,17211,0.4563,29,1
r02023,17211,0.8934,29,0
r02024,17211,0.3527,29,0
r02025,17211,0.1469,29,0
r02026,17211,0.143,29,0
r02027,17211,0.9234,29,0
r02028,17211,0.1489,29,0
r02029,17211,0.1493,29,0
r02030,17211,0.9151,29,0
r02031,17223,0.7525,4,1
r02032,17306,0.3765,6,1
r02033,17327,0.1511,10,0
r02034,17337,0.151,11,1
r02035,17437,0.9972,11,0
r02036,17460,0.8613,16,0
r02037,17460,0.5598,16,1
r02038,17460,0.1489,16,1
r02039,17503,0.1439,13,0
r02040,17503,0.2934,13,1
r02041,17503,0.3269,13,0
